Target device: xilinx_u200_xdma_201830_2-0
timestamp,12v_aux_curr,12v_aux_vol,12v_pex_curr,12v_pex_vol,vccint_curr,vccint_vol,3v3_pex_curr,3v3_pex_vol,cage_temp0,cage_temp1,cage_temp2,cage_temp3,dimm_temp0,dimm_temp1,dimm_temp2,dimm_temp3,fan_temp,fpga_temp,hbm_temp,se98_temp0,se98_temp1,se98_temp2,vccint_temp,fan_rpm
1698.86,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1719.55,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1740.23,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1760.91,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1781.61,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1802.31,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1822.97,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1843.65,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1864.36,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1885.04,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1905.74,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1926.44,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1947.09,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1967.79,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
1988.48,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
2009.18,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
2029.89,1286,12162,1303,12191,15024,851,0,3352,0,0,0,0,37,38,39,36,42,44,0,42,35,41,0,1053,
2050.58,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2072.03,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2092.74,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2113.43,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2134.13,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2154.77,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2175.45,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2196.15,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2216.85,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2237.54,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2258.24,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2278.88,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2299.57,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2320.28,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2340.98,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2361.68,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2382.39,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2403.03,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2423.71,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2444.4,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2465.11,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2485.8,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2506.49,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2527.14,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2547.82,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2568.53,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2589.23,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2609.94,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2630.64,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2651.26,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2671.97,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2692.68,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2713.38,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2734.07,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2754.72,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2775.35,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2796.03,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2816.75,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2837.43,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2858.15,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2878.8,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2899.49,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2920.2,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2940.91,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2961.6,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
2982.3,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3002.95,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3023.65,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3044.33,1322,12156,1304,12180,14862,850,0,3353,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3065.04,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3086.55,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3107.19,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3127.9,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3148.61,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3169.3,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3190.01,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3210.7,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3231.33,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3252.03,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3272.73,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3293.41,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3314.11,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3334.77,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3355.46,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3376.09,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3396.8,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3417.49,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3438.2,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3458.85,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3479.53,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3500.23,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3520.94,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3541.64,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3562.35,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3582.99,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3603.7,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3624.39,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3645.09,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3665.79,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3686.49,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3707.15,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3727.85,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3748.53,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3769.23,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3789.93,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3810.63,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3831.25,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3851.93,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3872.61,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3893.31,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3913.99,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3934.69,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3955.32,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3976.03,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
3996.74,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4017.46,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4038.16,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4058.82,1332,12163,1290,12165,14838,850,0,3360,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4079.49,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4100.89,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4121.57,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4142.27,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4162.92,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4183.61,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4204.31,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4225.02,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4245.7,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4266.4,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4287.06,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4307.74,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4328.43,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4349.13,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4369.82,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4390.53,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4411.17,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4431.84,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4452.52,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4473.23,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4493.92,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4514.6,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4535.27,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4555.96,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4576.64,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4597.32,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4617.98,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4638.6,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
4659.24,1301,12173,1307,12160,15024,851,0,3355,0,0,0,0,37,38,39,36,42,45,0,42,35,41,0,1053,
