Profile Summary
Generated on: 2021-07-04 01:31:13
Msec since Epoch: 1625387473575
Profiled application: python3.7
Target platform: 
Tool version: 2020.1
XRT build version: 2.7.766
Build version branch: 2020.1_PU1
Build version hash: 19bc791a7d9b54ecc23644649c3ea2c2ea31821c
Build version date: N/A 
Target devices: xilinx_u200_xdma_201830_2-0
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clEnqueueReadBuffer,503,463.51,0.510465,0.921491,4.66248,
clCreateProgramWithBinary,1,63.6954,63.6954,63.6954,63.6954,
clEnqueueNDRangeKernel,503,49.4352,0.066735,0.0982807,0.286976,
clReleaseKernel,1,33.1086,33.1086,33.1086,33.1086,
clSetKernelArg,1006,27.8956,0.005491,0.0277292,3.30339,
clCreateBuffer,504,16.7015,0.018915,0.0331379,0.06372,
clCreateContext,1,14.6328,14.6328,14.6328,14.6328,
clGetMemObjectInfo,503,11.5479,0.006375,0.0229581,0.101502,
clReleaseEvent,1006,11.4988,0.005848,0.0114302,0.071297,
clWaitForEvents,503,6.12109,0.005922,0.0121692,0.047908,
clReleaseMemObject,504,4.83417,0.006354,0.00959161,0.109215,
clCreateKernel,1,0.549671,0.549671,0.549671,0.549671,
clGetDeviceIDs,7,0.142285,0.003869,0.0203264,0.102785,
clGetPlatformInfo,18,0.079634,0.003501,0.00442411,0.009117,
clGetContextInfo,6,0.053156,0.003884,0.00885933,0.015301,
clGetExtensionFunctionAddress,2,0.046853,0.011864,0.0234265,0.034989,
clReleaseContext,1,0.043307,0.043307,0.043307,0.043307,
clGetKernelInfo,4,0.03034,0.004267,0.007585,0.016633,
clGetDeviceInfo,5,0.030139,0.004145,0.0060278,0.010516,
clCreateCommandQueue,1,0.016551,0.016551,0.016551,0.016551,
clReleaseProgram,1,0.015313,0.015313,0.015313,0.015313,
clGetExtensionFunctionAddressForPlatform,2,0.01353,0.003976,0.006765,0.009554,
clReleaseCommandQueue,1,0.009392,0.009392,0.009392,0.009392,
clGetProgramInfo,2,0.009139,0.00393,0.0045695,0.005209,
clGetProgramBuildInfo,2,0.008922,0.003911,0.004461,0.005011,
clBuildProgram,1,0.00698,0.00698,0.00698,0.00698,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
top,503,152.192,0.194251,0.302568,0.522293,


Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Dataflow Execution,Max Overlapping Executions,Dataflow Acceleration,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),
xilinx_u200_xdma_201830_2-0,top_1,top,1:1:1,1:1:1,503,Yes,1,1.000000x,36.7874,0.0311833,0.073136,0.106507,300,


Data Transfer: Host to Global Memory
Context:Number of Devices,Transfer Type,Number Of Buffer Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Buffer Size (KB),Total Time (ms),Average Time (ms),
context0:1,READ,503,0.851086,0.008865,0.128,75.649186,0.150396,
context0:1,WRITE,503,1.301516,0.013557,0.256,98.936966,0.196694,


Data Transfer: Kernels to Global Memory
Device,Compute Unit/Port Name,Kernel Arguments,Memory Resources,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Average Latency (ns),
xilinx_u200_xdma_201830_2-0,top_1/m_axi_gmem0,A,DDR[0],READ,503,1208.79,10.4929,0.256,211.783,
xilinx_u200_xdma_201830_2-0,top_1/m_axi_gmem1,C,DDR[1],WRITE,503,851.941,7.39532,0.128,150.245,


Data Transfer: DMA
Device,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Total Data Transfer (MB),Total Time (ms),Average Size (KB),Average Latency (ns),
xilinx_u200_xdma_201830_2-0,READ,503,N/A,0.064384,N/A,0.128,N/A,
xilinx_u200_xdma_201830_2-0,WRITE,503,N/A,0.128768,N/A,0.256,N/A,


Data Transfer: DMA Bypass
Device,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Total Data Transfer (MB),Total Time (ms),Average Size (KB),Average Latency (ns),


Data Transfer: Global Memory to Global Memory
Device,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Total Data Transfer (MB),Total Time (ms),Average Size (KB),Average Latency (ns),


Top Data Transfer: Kernels to Global Memory
